transaction_id,items
MARKET-00078,"eggs,strawberries"
MARKET-00079,"grated cheese,ground beef,mineral water,spaghetti,white wine"
MARKET-00081,"cake,eggs,french fries"
MARKET-00082,"burgers,french fries,green tea,milk,spaghetti"
MARKET-00083,"butter,energy bar,french fries,mineral water"
MARKET-00084,"burgers,cooking oil,eggs,grated cheese,herb & pepper,mineral water"
MARKET-00086,"energy bar,energy drink"
MARKET-00087,"chocolate,frozen smoothie"
MARKET-00089,"asparagus,salad"
MARKET-00090,"burgers,french fries,green tea,low fat yogurt"
MARKET-00092,"burgers,eggs,energy bar,french wine,herb & pepper,meatballs,mineral water,olive oil,pasta,salt,shrimp,spaghetti"
MARKET-00093,"champagne,low fat yogurt"
MARKET-00095,"almonds,burgers,cookies,eggs,french fries,green tea"
MARKET-00096,"body spray,escalope,ham,soup"
MARKET-00097,"extra dark chocolate,frozen vegetables,ham,magazines,oil,pepper,tea,turkey"
MARKET-00098,"cookies,eggs,muffins"
MARKET-00100,"chocolate,frozen vegetables,green tea,ground beef,spaghetti,whole wheat pasta"
MARKET-00101,"barbecue sauce,chocolate,mineral water"
MARKET-00102,"almonds,burgers,corn,eggs,energy bar,herb & pepper,mayonnaise,zucchini"
MARKET-00103,"almonds,burgers,chocolate,cottage cheese,eggs,ground beef,hot dogs,soup,turkey"
MARKET-00104,"chocolate,eggs,ham,spaghetti"
MARKET-00105,"carrots,energy bar,ground beef,pet food,protein bar"
MARKET-00106,"almonds,eggs,ground beef,mineral water,spaghetti,tomato sauce"
MARKET-00107,"cooking oil,gums,mineral water,olive oil"
MARKET-00108,"avocado,bug spray,eggs,green grapes,milk,mineral water,olive oil,pasta,shrimp,soup"
MARKET-00109,"cake,chicken,cooking oil,light mayo,low fat yogurt,pasta,shrimp,soup"
MARKET-00110,"champagne,chocolate,escalope,french fries,fresh bread,mineral water,mushroom cream sauce,spaghetti"
MARKET-00111,"eggs,mineral water,pasta,shrimp"
MARKET-00112,"burgers,fresh bread,oil,tomato juice"
MARKET-00113,"chocolate,eggs,french wine,low fat yogurt"
MARKET-00114,"chicken,eggs,french fries,pancakes"
MARKET-00115,"candy bars,herb & pepper,salmon,turkey,white wine"
MARKET-00116,"eggs,french fries,grated cheese,green tea,olive oil,spaghetti"
MARKET-00117,"energy bar,mineral water"
MARKET-00118,"eggs,french fries"
MARKET-00119,"almonds,burgers,chocolate,eggs,milk,mineral water,soup,tomato juice,tomatoes"
MARKET-00122,"frozen smoothie,spaghetti,tomatoes"
MARKET-00123,"ground beef,milk,spaghetti"
MARKET-00125,"chocolate,milk"
MARKET-00126,"burgers,chocolate,eggs,french fries,frozen vegetables,low fat yogurt,milk,mineral water,pancakes,pasta,shrimp,spaghetti"
MARKET-00127,"antioxydant juice,ground beef,mineral water,protein bar"
MARKET-00128,"cake,energy drink,grated cheese,ground beef,spaghetti,whole wheat pasta"
MARKET-00132,"carrots,green tea"
MARKET-00134,"burgers,chocolate,cooking oil,corn,eggs,olive oil,turkey"
MARKET-00135,"chicken,chili,french fries,fresh bread,frozen vegetables,mineral water,pancakes,pepper,spaghetti,tea,tomato juice,tomatoes"
MARKET-00138,"chocolate,eggs,frozen smoothie,tomato juice,turkey"
MARKET-00139,"cooking oil,frozen vegetables,mashed potato"
MARKET-00140,"frozen vegetables,ground beef,light cream,meatballs,mineral water,olive oil,tomato juice,tomato sauce"
MARKET-00141,"cake,chocolate,cooking oil,eggs,frozen smoothie,gums,milk,mineral water,red wine,soup,spaghetti"
MARKET-00142,"avocado,brownies,chocolate,eggs,french fries,milk,mineral water,olive oil,rice,spaghetti,tomatoes"
MARKET-00143,"chocolate,eggs,frozen vegetables,ground beef,mineral water,nonfat milk,pasta,shrimp"
MARKET-00144,"chicken,eggs,french fries,mineral water,pasta,pepper,shrimp,spaghetti,turkey"
MARKET-00146,"cake,tomatoes,turkey"
MARKET-00147,"barbecue sauce,carrots,champagne,chocolate,milk,mineral water,pancakes,soup,whole wheat rice,yams"
MARKET-00149,"chocolate,milk"
MARKET-00150,"frozen vegetables,pasta,shrimp,water spray"
MARKET-00151,"burgers,eggs,milk,mineral water,mint,whole wheat rice"
MARKET-00152,"brownies,cake,frozen smoothie,mineral water,vegetables mix"
MARKET-00154,"chicken,chocolate bread,pasta,shrimp"
MARKET-00156,"eggs,green tea,hot dogs,pasta,shrimp,spaghetti"
MARKET-00158,"cooking oil,ground beef,light cream,milk,mineral water,olive oil,red wine,spaghetti,strong cheese"
MARKET-00159,"avocado,burgers,french fries,grated cheese,milk,oil,spaghetti"
MARKET-00160,"ground beef,herb & pepper,mineral water,olive oil,whole wheat pasta"
MARKET-00161,"chocolate,milk,pasta,shrimp,yams"
MARKET-00162,"butter,green tea"
MARKET-00165,"herb & pepper,milk,pasta,shrimp,spaghetti"
MARKET-00166,"burgers,eggs"
MARKET-00167,"avocado,barbecue sauce,black tea,carrots,cookies,eggs,fresh bread,ground beef,herb & pepper,milk,soup,tomato juice,turkey"
MARKET-00170,"french fries,low fat yogurt,pancakes,pepper,strawberries"
MARKET-00171,"chicken,frozen vegetables,honey,light mayo,yams"
MARKET-00172,"champagne,chocolate"
MARKET-00173,"cake,herb & pepper,honey,protein bar,rice"
MARKET-00174,"asparagus,burgers,chocolate,frozen vegetables,ground beef,light mayo,milk,mineral water"
MARKET-00175,"chocolate,corn,cottage cheese,green tea,mineral water"
MARKET-00177,"escalope,french wine,ham"
MARKET-00178,"milk,mint green tea,spaghetti,whole wheat rice"
MARKET-00179,"body spray,chocolate"
MARKET-00180,"french fries,frozen vegetables,hot dogs"
MARKET-00182,"burgers,cookies,french fries,green tea,milk,pasta,shrimp,white wine"
MARKET-00183,"ground beef,parmesan cheese"
MARKET-00184,"candy bars,pancakes,whole wheat rice"
MARKET-00185,"cookies,eggplant,eggs"
MARKET-00186,"frozen vegetables,mineral water"
MARKET-00188,"chocolate,milk,spaghetti,turkey,whole wheat rice"
MARKET-00189,"blueberries,champagne,chicken,cooking oil,ground beef,meatballs,protein bar,soup,spaghetti,whole wheat pasta,yogurt cake"
MARKET-00190,"cooking oil,tomato juice"
MARKET-00191,"eggs,french fries,frozen vegetables,green tea,milk"
MARKET-00192,"champagne,eggs,french fries,french wine,fresh tuna,light mayo,olive oil,pancakes,spaghetti"
MARKET-00193,"honey,hot dogs,red wine"
MARKET-00194,"bacon,eggs,french fries,fresh bread,milk"
MARKET-00195,"french fries,yogurt cake"
MARKET-00199,"burgers,ham,red wine"
MARKET-00200,"antioxydant juice,brownies,energy bar,french fries,french wine,frozen smoothie,pasta,shrimp,tomatoes"
MARKET-00203,"energy drink,mineral water,salt,soda,soup,spaghetti,spinach,turkey"
MARKET-00204,"eggs,turkey"
MARKET-00205,"bug spray,hot dogs"
MARKET-00207,"body spray,cake,chicken,eggs,energy bar,french fries,soup,strawberries"
MARKET-00208,"chocolate,spaghetti,yogurt cake"
MARKET-00209,"meatballs,mineral water,turkey"
MARKET-00210,"bacon,chocolate,fromage blanc,ground beef,hot dogs,mineral water"
MARKET-00211,"escalope,frozen vegetables,mineral water,vegetables mix"
MARKET-00212,"herb & pepper,red wine,tomatoes"
MARKET-00213,"brownies,cereals,green tea,olive oil,whole wheat pasta"
MARKET-00215,"cookies,mushroom cream sauce,olive oil"
MARKET-00216,"cooking oil,gluten free bar,ground beef,light mayo,pancakes"
MARKET-00217,"french fries,mineral water"
MARKET-00220,"eggs,escalope"
MARKET-00221,"mineral water,tomato juice"
MARKET-00223,"black tea,mineral water,shrimp,soup"
MARKET-00224,"cake,frozen smoothie"
MARKET-00225,"burgers,chocolate,fromage blanc,grated cheese,honey,tomatoes,turkey,whole wheat rice"
MARKET-00226,"frozen vegetables,ground beef,mineral water,olive oil,pancakes"
MARKET-00227,"burgers,cake,fresh bread,ground beef,milk,olive oil,turkey"
MARKET-00228,"cereals,chutney,energy drink,ground beef,mineral water,protein bar,soup,spaghetti,whole wheat pasta,yams"
MARKET-00229,"cake,eggs,escalope,green tea,whole wheat rice"
MARKET-00230,"avocado,green tea,ground beef,salmon,soup,yams"
MARKET-00232,"chocolate,spaghetti"
MARKET-00233,"honey,whole wheat pasta"
MARKET-00234,"green tea,whole wheat pasta"
MARKET-00235,"chocolate,meatballs,spaghetti,vegetables mix"
MARKET-00236,"eggs,low fat yogurt"
MARKET-00237,"brownies,cake,eggs,fresh tuna,mineral water,olive oil,pasta,shrimp,tomato juice"
MARKET-00238,"fresh bread,green grapes,hot dogs,mineral water"
MARKET-00239,"chocolate,eggs,frozen vegetables,meatballs"
MARKET-00241,"meatballs,milk"
MARKET-00244,"escalope,pasta"
MARKET-00245,"chocolate,french wine,fresh bread,light mayo,magazines,olive oil,pepper,rice,salmon"
MARKET-00246,"clothes accessories,french wine,green tea,hot dogs,red wine,rice,vegetables mix"
MARKET-00247,"burgers,cake,chicken,dessert wine,green tea,protein bar,spaghetti"
MARKET-00248,"cake,french wine,fresh bread"
MARKET-00249,"burgers,eggs,flax seed,frozen vegetables"
MARKET-00251,"energy bar,green grapes,mineral water,pepper"
MARKET-00252,"cake,chocolate,eggs,french fries,green tea,milk"
MARKET-00255,"burgers,green tea,mineral water"
MARKET-00256,"milk,pancakes"
MARKET-00257,"eggs,pancakes,salt,tomato juice"
MARKET-00259,"ham,mineral water,olive oil,spaghetti"
MARKET-00260,"fresh bread,salt,tomato juice"
MARKET-00261,"mushroom cream sauce,spaghetti"
MARKET-00262,"eggs,mineral water,pet food,spaghetti"
MARKET-00263,"frozen vegetables,spaghetti"
MARKET-00266,"milk,turkey"
MARKET-00269,"chocolate,cooking oil,eggs,escalope,mineral water,spaghetti"
MARKET-00270,"frozen vegetables,green tea,pepper,shrimp,spaghetti"
MARKET-00271,"burgers,french fries,fresh tuna,hand protein bar,low fat yogurt,mineral water,red wine"
MARKET-00272,"eggs,energy drink,fresh bread,pancakes"
MARKET-00273,"french fries,frozen smoothie,green tea,hot dogs,salmon,strong cheese"
MARKET-00274,"frozen smoothie,grated cheese,milk,pasta,sandwich,shrimp,tomatoes"
MARKET-00275,"eggs,herb & pepper,olive oil,pancakes,whole wheat pasta"
MARKET-00276,"antioxydant juice,spaghetti"
MARKET-00277,"almonds,chocolate,eggs,milk,strawberries,white wine"
MARKET-00278,"french fries,strawberries"
MARKET-00283,"antioxydant juice,body spray,green tea,whole wheat pasta"
MARKET-00284,"frozen smoothie,mineral water,oil"
MARKET-00285,"champagne,french fries"
MARKET-00286,"chocolate,french fries"
MARKET-00287,"eggs,frozen vegetables,spaghetti"
MARKET-00289,"chocolate,cookies"
MARKET-00291,"butter,chicken,salmon,shrimp"
MARKET-00292,"babies food,chocolate,cookies"
MARKET-00293,"cake,chocolate,french fries,fresh bread,pepper,spaghetti"
MARKET-00294,"avocado,cereals,french fries,oil"
MARKET-00295,"cooking oil,eggs,green tea,herb & pepper,low fat yogurt,mineral water,oil,shampoo,spaghetti,spinach,tomato juice"
MARKET-00296,"french fries,frozen vegetables,ground beef,herb & pepper,mint green tea,pepper,spaghetti"
MARKET-00298,"green tea,tomato juice"
MARKET-00299,"chocolate,eggs,whole wheat rice"
MARKET-00300,"cooking oil,eggs,grated cheese,green tea,herb & pepper,mineral water,red wine,salmon,spaghetti"
MARKET-00301,"cookies,french fries,fresh bread,low fat yogurt,shallot,tomato juice"
MARKET-00302,"burgers,fresh tuna,honey,muffins,spaghetti"
MARKET-00303,"chicken,eggs,ground beef,herb & pepper,spaghetti"
MARKET-00304,"grated cheese,mayonnaise,muffins,tomato juice"
MARKET-00305,"energy drink,frozen smoothie,hot dogs,mineral water,muffins,whole wheat pasta,yams"
MARKET-00306,"blueberries,burgers,eggs,milk,olive oil,salmon,soup,spaghetti"
MARKET-00307,"champagne,chocolate,magazines"
MARKET-00308,"chocolate,french wine,frozen vegetables,green grapes,mineral water,rice,spaghetti,yams"
MARKET-00309,"chocolate,tomato sauce"
MARKET-00310,"eggs,milk"
MARKET-00314,"escalope,pasta"
MARKET-00315,"ground beef,herb & pepper"
MARKET-00316,"brownies,honey,mineral water"
MARKET-00317,"cake,eggs,energy drink,turkey"
MARKET-00318,"burgers,candy bars,dessert wine,eggs,ground beef,gums,salmon,soup,tomato juice,turkey"
MARKET-00319,"chicken,mineral water,spaghetti"
MARKET-00320,"carrots,french fries,ground beef,melons,turkey"
MARKET-00321,"eggs,low fat yogurt,mineral water"
MARKET-00322,"cooking oil,shampoo,turkey"
MARKET-00323,"hot dogs,spaghetti"
MARKET-00324,"chocolate,green tea"
MARKET-00325,"cake,chocolate,eggs,grated cheese,mashed potato,mineral water,pepper,tomato juice"
MARKET-00327,"olive oil,pancakes,spaghetti,strong cheese"
MARKET-00328,"cookies,mineral water,red wine,rice,soup"
MARKET-00329,"red wine,shrimp,spaghetti"
MARKET-00331,"chicken,french fries,frozen smoothie,mineral water"
MARKET-00333,"cake,chocolate"
MARKET-00334,"avocado,fresh tuna,meatballs,mineral water,olive oil,soup,tomatoes"
MARKET-00335,"french fries,turkey"
MARKET-00336,"burgers,champagne,eggs,fresh bread,ground beef,herb & pepper,light cream,pancakes,rice,turkey"
MARKET-00338,"chocolate,escalope,fresh bread"
MARKET-00339,"chocolate,french fries,french wine,ham,spaghetti,vegetables mix"
MARKET-00340,"avocado,light mayo"
MARKET-00341,"butter,chocolate,spaghetti,yams"
MARKET-00342,"eggs,energy bar,french fries"
MARKET-00343,"barbecue sauce,eggplant,fresh tuna"
MARKET-00345,"french fries,green tea,hot dogs,whole wheat rice"
MARKET-00346,"chicken,green tea,mineral water"
MARKET-00347,"cake,eggs,mushroom cream sauce"
MARKET-00349,"antioxydant juice,escalope"
MARKET-00350,"french fries,shrimp,spaghetti"
MARKET-00351,"grated cheese,salmon,spaghetti,tomato juice"
MARKET-00352,"green tea,spaghetti"
MARKET-00353,"champagne,protein bar"
MARKET-00354,"avocado,chocolate,mineral water"
MARKET-00355,"champagne,green tea,tomatoes"
MARKET-00356,"chicken,escalope,french fries"
MARKET-00357,"eggs,frozen smoothie,frozen vegetables,green tea,light mayo,tomatoes"
MARKET-00358,"champagne,chicken,chocolate,cider,escalope,french fries,frozen smoothie,green grapes,ground beef,honey"
MARKET-00359,"champagne,french fries"
MARKET-00360,"mineral water,soup"
MARKET-00361,"babies food,chocolate,frozen vegetables,milk,spaghetti"
MARKET-00362,"honey,whole wheat rice"
MARKET-00363,"chicken,tomato juice,whole wheat rice"
MARKET-00365,"candy bars,green tea,protein bar,tomato juice"
MARKET-00369,"bacon,grated cheese,herb & pepper,mineral water,nonfat milk,spinach,whole wheat pasta,yams"
MARKET-00370,"milk,spaghetti"
MARKET-00371,"chocolate,milk,white wine"
MARKET-00373,"chocolate,light mayo"
MARKET-00374,"chicken,frozen smoothie,meatballs,shrimp,spaghetti,tomato juice,whole wheat pasta"
MARKET-00375,"eggs,ground beef,mineral water,red wine,spaghetti"
MARKET-00376,"melons,yams"
MARKET-00377,"cooking oil,spaghetti"
MARKET-00379,"chocolate,cooking oil,frozen smoothie,hot dogs,milk,mineral water,spinach"
MARKET-00380,"milk,tomato sauce"
MARKET-00381,"cider,eggs,french fries,shrimp"
MARKET-00385,"energy bar,frozen vegetables,green tea,honey,mineral water,rice"
MARKET-00386,"french fries,salad"
MARKET-00387,"brownies,chocolate,french fries,honey"
MARKET-00388,"gluten free bar,green tea,strawberries"
MARKET-00389,"extra dark chocolate,frozen vegetables,gluten free bar,green tea,ground beef,honey,mineral water,mushroom cream sauce,salmon"
MARKET-00390,"grated cheese,meatballs,mineral water,tomatoes"
MARKET-00391,"chocolate,shrimp,water spray"
MARKET-00393,"eggs,turkey"
MARKET-00394,"butter,eggs,french wine,fresh bread,frozen vegetables,green tea,pancakes,soup,tomato juice,tomatoes,turkey"
MARKET-00396,"frozen smoothie,low fat yogurt,milk"
MARKET-00397,"burgers,cereals,chocolate,french fries,milk,mineral water,whole wheat rice"
MARKET-00399,"cake,chocolate,mineral water,soup,tomatoes"
MARKET-00401,"ground beef,spaghetti"
MARKET-00402,"frozen smoothie,pepper"
MARKET-00404,"pancakes,red wine"
MARKET-00406,"eggs,french fries,low fat yogurt"
MARKET-00409,"cauliflower,escalope,french fries,soup,spaghetti,spinach,toothpaste,vegetables mix"
MARKET-00411,"corn,eggs,olive oil,soda,soup"
MARKET-00412,"chocolate,frozen smoothie,low fat yogurt"
MARKET-00413,"chocolate,french fries,milk,mineral water,pancakes,spaghetti"
MARKET-00415,"almonds,frozen vegetables,herb & pepper,milk,mineral water,olive oil,soup,tomato sauce"
MARKET-00416,"burgers,eggs"
MARKET-00418,"cottage cheese,frozen smoothie"
MARKET-00419,"chocolate,light mayo,mineral water,tomatoes"
MARKET-00420,"escalope,fresh bread,low fat yogurt,salmon,shallot,strawberries"
MARKET-00422,"blueberries,cooking oil,ground beef,oil,pancakes,red wine,spaghetti,tomato juice"
MARKET-00423,"champagne,frozen smoothie,ground beef,milk,mineral water,spaghetti"
MARKET-00425,"escalope,salmon"
MARKET-00429,"butter,hot dogs,red wine"
MARKET-00430,"mashed potato,mineral water,soup,tomatoes"
MARKET-00432,"champagne,ground beef,pancakes,parmesan cheese,salmon"
MARKET-00433,"chocolate,eggs,ground beef,olive oil,yams"
MARKET-00434,"cookies,eggs,hot dogs,salmon,shrimp"
MARKET-00435,"magazines,mint"
MARKET-00436,"cooking oil,eggs,escalope,extra dark chocolate,mineral water,turkey"
MARKET-00437,"mineral water,mushroom cream sauce"
MARKET-00438,"french wine,frozen vegetables,grated cheese,milk,mineral water,soup"
MARKET-00439,"cake,chocolate"
MARKET-00440,"burgers,salt,white wine"
MARKET-00442,"cake,energy drink,olive oil"
MARKET-00443,"ground beef,whole wheat rice"
MARKET-00444,"eggs,french fries"
MARKET-00445,"escalope,mushroom cream sauce,spaghetti"
MARKET-00446,"cake,french fries,fromage blanc,mineral water,whole wheat rice"
MARKET-00447,"burgers,cake,eggs,frozen vegetables,ground beef,light mayo,milk,mineral water,turkey"
MARKET-00448,"cottage cheese,green tea"
MARKET-00449,"champagne,eggs,fresh tuna"
MARKET-00453,"eggplant,mineral water,tomatoes"
MARKET-00454,"chicken,chocolate,french fries,grated cheese,honey,mineral water,soup,spaghetti,tomatoes"
MARKET-00456,"barbecue sauce,herb & pepper,mineral water,protein bar,red wine,shrimp"
MARKET-00457,"burgers,eggs,escalope,french fries,ham,low fat yogurt,milk,mineral water,pancakes,spaghetti"
MARKET-00459,"chocolate,eggs,escalope,frozen vegetables,melons,milk,soup,whole wheat rice"
MARKET-00461,"cooking oil,eggs,energy drink,herb & pepper,low fat yogurt,oil,protein bar,shrimp,soup"
MARKET-00462,"carrots,grated cheese,ground beef,ham,herb & pepper,mineral water,shrimp,spaghetti"
MARKET-00463,"chocolate,ground beef,ham,low fat yogurt,mineral water,red wine,yams"
MARKET-00464,"chocolate,cottage cheese,french fries,low fat yogurt,mushroom cream sauce"
MARKET-00466,"cake,cookies"
MARKET-00467,"cake,chocolate bread,grated cheese,mineral water"
MARKET-00468,"almonds,cake,champagne,low fat yogurt,tomatoes"
MARKET-00469,"butter,chocolate,eggs,frozen vegetables,herb & pepper,milk,salmon,shrimp"
MARKET-00470,"cauliflower,chicken,green tea,herb & pepper,shrimp,whole wheat pasta,whole wheat rice"
MARKET-00471,"corn,eggs"
MARKET-00472,"champagne,chocolate,frozen vegetables,green beans,mineral water,olive oil,salmon,shrimp,soup,tomato sauce"
MARKET-00473,"eggs,green grapes,green tea,gums,ham,herb & pepper,light cream,mineral water,mint,oil,tomato sauce"
MARKET-00474,"cake,chocolate,energy bar"
MARKET-00475,"eggs,herb & pepper,shrimp,spaghetti"
MARKET-00476,"cooking oil,fresh tuna,honey,mineral water"
MARKET-00477,"chili,eggplant,escalope,green tea,ketchup,low fat yogurt,mineral water,oil,pet food,red wine,tomato juice"
MARKET-00478,"blueberries,cake,eggs,frozen smoothie,herb & pepper,mineral water,pancakes,shrimp,tea"
MARKET-00479,"ground beef,mineral water,protein bar"
MARKET-00480,"carrots,frozen smoothie,frozen vegetables,light mayo,magazines,mashed potato,parmesan cheese,pasta,salmon,shallot,shrimp,spaghetti"
MARKET-00481,"chocolate,milk"
MARKET-00482,"cottage cheese,eggplant,frozen vegetables,ground beef,olive oil,spaghetti,whole wheat rice"
MARKET-00483,"ground beef,low fat yogurt,turkey"
MARKET-00484,"cake,green tea,herb & pepper,hot dogs,mineral water,spaghetti,whole wheat rice"
MARKET-00487,"cookies,eggs"
MARKET-00488,"brownies,champagne,chocolate,eggs,french fries,ham,light mayo,pancakes,spaghetti"
MARKET-00489,"chocolate,eggs,milk,red wine,spaghetti"
MARKET-00490,"burgers,french fries,green tea,pancakes,strawberries,turkey"
MARKET-00492,"cake,eggs,frozen vegetables,pancakes"
MARKET-00494,"cookies,ground beef,honey,pepper,spaghetti,turkey"
MARKET-00495,"chili,chocolate,cookies,french fries,fresh bread,magazines,olive oil,red wine,salt,tomato sauce"
MARKET-00496,"french fries,green tea"
MARKET-00499,"frozen vegetables,spaghetti"
MARKET-00500,"ham,spaghetti"
MARKET-00501,"chicken,chocolate,cookies"
MARKET-00503,"cake,eggs,low fat yogurt"
MARKET-00504,"bramble,cottage cheese,frozen smoothie,milk,mineral water,shrimp,soup,spaghetti"
MARKET-00505,"eggs,mineral water,protein bar"
MARKET-00506,"butter,eggs,green tea,meatballs,salad,shrimp,turkey"
MARKET-00507,"chicken,chocolate,french fries,fresh tuna,olive oil,spaghetti"
MARKET-00508,"escalope,hot dogs,shrimp,turkey"
MARKET-00509,"burgers,green tea,milk,pancakes,pepper,soup"
MARKET-00511,"eggs,french fries,mineral water,pancakes"
MARKET-00512,"eggs,escalope,low fat yogurt"
MARKET-00513,"french wine,gluten free bar,mineral water"
MARKET-00514,"burgers,eggs,french fries,ground beef,spaghetti"
MARKET-00515,"energy bar,meatballs,milk,soup"
MARKET-00518,"bramble,eggs,mineral water,red wine,turkey"
MARKET-00519,"burgers,cake,chicken,frozen vegetables,green tea,ham,mint,tomatoes,toothpaste"
MARKET-00520,"energy bar,grated cheese,mineral water,olive oil"
MARKET-00521,"cake,green tea,milk"
MARKET-00522,"almonds,cereals,cooking oil,green tea,mineral water,protein bar,white wine"
MARKET-00523,"burger sauce,cake,chicken,eggs,french fries,fresh bread,fresh tuna,frozen smoothie,milk,mineral water,turkey"
MARKET-00524,"herb & pepper,low fat yogurt,mineral water,whole wheat rice,yogurt cake"
MARKET-00525,"chicken,eggs,meatballs,spaghetti,tomatoes"
MARKET-00526,"burgers,eggs,green tea,mineral water,pancakes"
MARKET-00527,"cake,green tea"
MARKET-00528,"chocolate,herb & pepper,yogurt cake"
MARKET-00529,"almonds,green grapes,ground beef,mineral water,nonfat milk,pancakes,salmon,spaghetti"
MARKET-00530,"eggs,mineral water,vegetables mix"
MARKET-00532,"eggplant,eggs"
MARKET-00534,"asparagus,bug spray,milk,oatmeal,sandwich"
MARKET-00535,"almonds,eggs,french fries,frozen vegetables,soup"
MARKET-00537,"butter,shampoo,soup"
MARKET-00538,"eggs,herb & pepper,pepper,whole wheat pasta"
MARKET-00539,"chocolate,cooking oil,fresh bread,low fat yogurt,mineral water,rice,whole wheat rice"
MARKET-00540,"butter,chocolate,cookies,french fries,grated cheese"
MARKET-00541,"asparagus,chutney,cooking oil,milk,soup,spaghetti,tomato juice"
MARKET-00542,"champagne,cookies,cottage cheese,eggs,french fries,frozen smoothie,green tea"
MARKET-00543,"blueberries,eggs,mineral water,tomatoes,turkey"
MARKET-00544,"green tea,low fat yogurt,milk,tomato juice"
MARKET-00545,"almonds,cereals,green tea,mineral water,soup"
MARKET-00546,"chocolate,light mayo"
MARKET-00547,"chocolate,herb & pepper,turkey"
MARKET-00548,"eggs,french fries,green tea"
MARKET-00549,"cake,chocolate,mineral water,tomato juice"
MARKET-00551,"champagne,chocolate,mineral water,mushroom cream sauce,pepper,spaghetti,whole wheat rice"
MARKET-00552,"chocolate,frozen vegetables,mineral water,pepper,white wine"
MARKET-00553,"burgers,green tea,milk,oil,spaghetti,tomato juice,turkey,whole wheat rice"
MARKET-00554,"burgers,french fries,french wine,light mayo,low fat yogurt,mineral water,soup,spaghetti"
